property_type,district,price_vnd,area_clean,price_per_m2_clean,bedrooms,bathrooms,floors,frontage,acces_road,legal_status,furniture_state,seller_type
"Cơ hội sở hữu căn hộ biển ngay trung tâm du lịch Bãi Sau Vũng Tàu, vị trí gần tháp Tam Thắng",Tam Thắng,2440000000.0,52.0,46923076.92,1.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Vũ Thế Anh - DIC Resco
Vinhomes Hóc Môn booking giỏ hàng đẹp giá tốt chiết khấu cao. LH:0902 445 ***chọn căn ưng ý,Xuân Thới Sơn,1000000000.0,60.0,16666666.67,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Cao Như Mạnh
"Giá mới T5/2026 nhà phố/biệt thự Vinhomes Grand Park vị trí đẹp, chuyển nhượng/mua trực tiếp CĐT",Long Bình,36500000000.0,250.0,146000000.0,0.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Lê Anh Thương
"Siêu đô thị biển duy nhất tại TPHCM. Vinhomes Cần Giờ đón đầu hạ tầng, tiềm năng sinh lời cao",Cần Giờ,12000000000.0,75.0,160000000.0,4.0,4.0,4.0,0.0,0.0,Hợp đồng mua bán,"Hoàn thiện bên ngoài, thô bên trong",Võ Nguyễn Thanh Trúc
"Hiếm - Cách Phú Mỹ Hưng 1km - Vốn 1,1 tỷ - The Peak Garden chậm là mất",Tân Mỹ,4880000000.0,65.0,75076923.08,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Nguyễn Nhật Hào
"Tin thật giá thật - căn hộ The Gió Riverside - trực diện sông, chính sách ưu đãi bùng nổ tháng 5",Đông Hòa,2600000000.0,65.0,40000000.0,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ.,The Gió Riverside
Nhận nhà ở ngay vẫn thanh toán 36 tháng - chỗ ô tô riêng từng căn - miễn phí 3 năm phí quản lý,Tân Sơn Nhì,23000000000.0,299.9,76692230.74,5.0,7.0,0.0,0.0,0.0,Không rõ,Không rõ,Lệ Hằng
NHÀ QUẬN 8 6PN 1 TRỆT 3 LẦU VỪA Ở VỪA KHAI THÁC DÒNG TIỀN,Chánh Hưng,8200000000.0,63.1,129952456.42,6.0,4.0,3.0,0.0,4.0,Sổ đỏ/ Sổ hồng,Không rõ,Hoàng Phương
"Chính chủ bán nhà mặt tiền Thống Nhất Gò Vấp vị trí đẹp, đang cho thuê sẵn dòng tiền, LH0786 539 ***",Gò Vấp,11900000000.0,71.0,167605633.8,4.0,5.0,3.0,4.0,0.0,Sổ hồng,Không rõ,Mr Nhật
"Bán gấp căn hộ 3PN, 2WC tại The Beverly Solari - Vinhomes Grand Park, 4,5 tỷ, 82m2",Long Bình,4500000000.0,82.0,54878048.78,3.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Không nội thất,Phan Thị Kim Liên
"Nhà phố lầu trệt KDC phường Dĩ An, Bình Dương TP HCM",Dĩ An,4400000000.0,61.0,72131147.54,3.0,2.0,2.0,4.0,7.0,Sổ đỏ/ Sổ hồng,Không rõ,Ánh Hồng
Chuyên giỏ hàng chuyển nhượng 1-2-3PN giá từ 4.8 đến 11 tỷ The Sun Avenue,Bình Trưng,10000000000.0,109.0,91743119.27,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Mr Thuận
CĂN GÓC 2PN2WC+ 1PHÒNG ĐA NĂNG TOÀ BS7 VIEW VIP NHẤT DỰ ÁN,Long Bình,4780000000.0,69.2,69075144.51,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Nguyễn Thị Hoà
Bán chung cư dự án Newcity Thủ Thiêm - Q2 - 2 PN - 61 m2 - view sân vườn (chính chủ),An Khánh,6400000000.0,61.0,104918032.79,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Nội thất đầy đủ,Mr Phương
Giỏ hàng hot nhất The Pegasuite Q8 hàng thật giá thật - cập nhật liên tục,Bình Đông,4250000000.0,68.0,62500000.0,2.0,2.0,0.0,0.0,0.0,Không rõ,Không rõ,Lê Ngọc Bảo Khanh
"Bán căn 3PN tháp T5 - Masteri Thảo Điền, hỗ trợ vay 80%. LH0936 721 ***Mr. Hoài",An Khánh,12000000000.0,99.0,121212121.21,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nguyễn Duy Hoài
Booking chọn căn vị trí đẹp Peak Garden từ 75 triệu/m2 quận 7 cạnh trạm ga Metro Tân Mỹ 15% kí HĐMB,Tân Mỹ,4880000000.0,65.0,75076923.08,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Vi Ngọc Dung
Căn hộ tt q7 liền kề Phú Mỹ Hưng đối diện ga Tân Mỹ. Sở hữu ngay với chỉ 780tr số lượng có hạn,Tân Mỹ,4880000000.0,65.0,75076923.08,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Phạm Quyết Thắng
CĂN HỘ GIÁ RẺ NHẤT QUẬN THỦ ĐỨC TPHCM NHẬN NHÀ T8/2026 GIÁ CHỈ 2TY9/2PN 2WC LH PKD0918 141 ***,Tam Bình,2900000000.0,53.0,54716981.13,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Trần Thị Thu Oanh
"Chính chủ bán nhà mặt tiền 86m2 đường Số 9, phường 4, Quận 8",Chánh Hưng,9800000000.0,86.0,113953488.37,2.0,2.0,1.0,5.8,12.0,Sổ đỏ/ Sổ hồng,Không nội thất,Trúc Nguyễn
Chính chủ bán đất view sông hiếm hoi xây biệt thự mini Hiệp Bình Phước,Hiệp Bình,11600000000.0,142.6,81346423.56,0.0,0.0,0.0,5.0,8.0,Sổ đỏ/ Sổ hồng.,Không rõ,Nguyễn Phong Vũ
"BÁN NHÀ HẺM 339 NGUYỄN THÁI BÌNH, P. BẢY HIỀN (P12, TÂN BÌNH CŨ) Giá: giảm còn 14 tỷ",Bảy Hiền,14000000000.0,81.71,171337657.57,3.0,2.0,2.0,4.2,10.0,Sổ đỏ/ Sổ hồng,Không nội thất,Tuyên
Orchard Collection Sycamore - nhận booking 100triệu CK 200triệu ngay,Bình Dương,5250000000.0,80.7,65055762.08,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Pkd Capitaland Development (cld)
"Mizuki Park - Căn hộ view sông Trellia Cove GH trực tiếp CĐT Nam Long - CK đến 14,5% -LH0932 661 ***",Bình Hưng,4100000000.0,61.0,67213114.75,2.0,1.0,0.0,0.0,0.0,Đang chờ sổ,Cơ bản,Lê Thanh Phương
"Siêu Hiếm! căn hộ 3 PN The Beverly - Vinhomes Grand Park view CV 36 ha: 100 m2-8,06 tỷ -HTLS 18 Th",Long Bình,8070000000.0,101.0,79900990.1,3.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Lưu Văn Chương
"Siêu đẹp! Đất MT kinh doanh đường 20m, 7x18m ngay TTTM Gigamall, Phạm Văn Đồng",Hiệp Bình,21000000000.0,123.0,170731707.32,0.0,0.0,0.0,0.0,20.0,Sổ đỏ,Không rõ,Bùi Thành Long
Giỏ hàng độc quyền trực tiếp CĐT - view đẹp giá tốt nhất chỉ từ 2tỷ1 - vốn chỉ 15% ký HĐMB,Tân Mỹ,2100000000.0,35.0,60000000.0,1.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản.,Hoàng Xuân Hinh
"Bán Căn hộ chung cư giá siêu hời tại The Origami, 3,6 tỷ, 70m2, view đẹp",Long Bình,3600000000.0,70.0,51428571.43,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Không nội thất,Phan Thị Kim Liên
"Suất ngoại cần bán cắt lỗ căn hộ biển Blanca City sở hữu lâu dài. Mã E5.20.06, căn góc 2 mặt thoáng",Rạch Dừa,5900000000.0,79.8,73934837.09,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Bhs Miền Nam
"Chuyên bán căn hộ Vinhomes Central Park & Landmark 81 (1, 2, 3, 4PN) giá tốt nhất thị trường",Thạnh Mỹ Tây,11450000000.0,86.0,133139534.88,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Ngô Khánh Huyền
Nhà phố khu compound cuối cùng tại Mizuki Park 2 mặt tiền,Bình Hưng,21600000000.0,126.0,171428571.43,0.0,0.0,0.0,6.0,8.0,Hợp đồng mua bán,Không nội thất,Khương Thị Hương
Ngay ga Metro - cạnh Phú Mỹ Hưng mà giá chỉ từ 2.1 tỷ căn - ký ngay HĐMB. LH Tươi0932 161 ***,Tân Mỹ,2100000000.0,35.0,60000000.0,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Nguyễn Thị Ngọc Tươi
"Suất nội bộ căn 1PN + view đẹp, giá tốt nhất Beacon Tower, full ck 24,5%. Tặng 2 vé Sun World 1 năm",Rạch Dừa,3720000000.0,59.0,63050847.46,2.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hoàng Dương Quách
"Mở bán căn hộ Mizuki - Giá gốc từ chủ đầu tư, chiết khấu lên đến 15.5%",Bình Hưng,4000000000.0,60.0,66666666.67,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Ngô Thị Kim Ngân
Căn hộ sở hữu lâu dài view Biển Vũng Tàu khu Sun World,Rạch Dừa,5320000000.0,79.0,67341772.15,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Khương Thị Hương
"Chuyển nhượng giá tốt - Căn hộ 1PN, 2PN, 3PN - Eaton Park - Gamuda Land, Quận 2",Bình Trưng,10500000000.0,75.0,140000000.0,2.0,2.0,0.0,0.0,0.0,Đã có hợp đồng mua bán,Đầy đủ.,TRI MỸ PHƯƠNG
"Đừng mua Shophouse The Gió Riverside, khi chưa xem qua bài viết này. Gọi ngay PKD CĐT:0902 589 ***",Đông Hòa,5600000000.0,100.0,56000000.0,0.0,0.0,2.0,0.0,0.0,Hợp đồng mua bán,Không nội thất,Nguyễn Thị Thu Thảo
Tổng hợp rổ hàng sang nhượng The Privia - Khang Điền - giá gốc - Rẻ nhất thị trường. LH:0906 662 ***,An Lạc,4100000000.0,68.0,60294117.65,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản.,Nhật Nam
"Ra mắt tháp đẹp nhất Green Skyline: Trực diện GO! Dĩ An, nhận nhà 2026, bàn giao full nội thất",Đông Hòa,3770000000.0,65.0,58000000.0,2.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hoàng Dương Quách
"Tin thật - giá thật, 2PN chỉ 1,750 tỷ nhà sẵn sổ sẵn. Ngân hàng hỗ trợ 80%",Bình Hòa,1750000000.0,53.0,33018867.92,2.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Dương Hoàng Đông
"Chính chủ cần bán CHCC Sunrise City siêu đẹp 162m2, 3PN, Hướng Nam, đã có sổ, giá tốt",Tân Hưng,13500000000.0,162.0,83333333.33,3.0,2.0,0.0,0.0,0.0,Sổ hồng chính chủ,Không rõ,Anh Quang
"Căn 1 phòng ngủ đẹp tại The Opus One giá cạnh tranh, ở sang, đầu tư tốt, khách quan tâm rất nhiều",Long Bình,3570000000.0,60.0,59500000.0,1.0,0.0,0.0,0.0,0.0,Sổ hồng lâu dài,- Bàn giao full nội thất gỗ liền tường cao cấp,Nguyễn Thái
"Chỉ 4,4 tỷ sở hữu căn hộ sân vườn góc 2PN Beacon Tower mặt biển Vũng Tàu",Rạch Dừa,4400000000.0,94.0,46808510.64,2.0,2.0,0.0,0.0,0.0,Không rõ,Đầy đủ,Trần Quốc Hoàn
Chính chủ gửi bán nhanh 3PN view công viên full nội thất giá chỉ 7tỷ3 tại Masteri Centre Point,Long Bình,7300000000.0,99.37,73462815.74,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Full nội thất gỗ,Võ Huỳnh Thục Ngân
SỞ HỮU SHOPHOUSE KHÔNG THỜI HẠN TẠI D-AQUA CHỈ TỪ 65 TRIỆU/M ĐÃ BAO GỒM VAT,Phú Định,6600000000.0,100.0,66000000.0,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Bui Huy Hoang
"Đất thổ cư An Thạnh, Thuận An 112m²  Sổ riêng   Giá chỉ 1,95 tỷ. Lh:0338 099 ***Toàn",Thuận An,1950000000.0,112.1,17395182.87,0.0,0.0,0.0,0.0,3.8,Không rõ,Không rõ,Ngô Xuân Toàn
Căn góc 50m²/2pn/Sổ HR- mặt tiền Phạm Văn Đồng_gò vấp_bình thạnh nhà sẵn full NT mới_hỗtrợ vay bank,Hạnh Thông,2000000000.0,50.0,40000000.0,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nguyễn Phong
Bán gấp căn hộ 4 phòng ngủ Vinhomes Central Park 150m2 - rẻ nhất thị trường!,Thạnh Mỹ Tây,24000000000.0,150.0,160000000.0,4.0,4.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thu Hiền - Western Homes
"Nhà phố Mahattan Glory giá tốt nhất thị trường hiện tại 144m2/22,5 tỷ",Long Bình,22500000000.0,144.0,156250000.0,0.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Phạm Ngọc Thông
Bán nhà 5x20m Tạ Quang Bửu Quận 8. Giá 750 Triệu - Đang cho thuê 20 triệu / tháng,Bình Đông,750000000.0,100.0,7500000.0,3.0,3.0,1.0,5.0,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Minh Toàn
"Nhà chính chủ mặt tiền Tân Sơn 4x28 , giá 14x, sát trường học",An Hội Tây,14900000000.0,112.0,133035714.29,0.0,0.0,0.0,4.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,hoài trang
Em Thư nhân viên CĐT chuyên rổ hàng tất cả các khu Celadon City A/C cần biết giá chọn căn inbox em,Tân Sơn Nhì,7500000000.0,96.0,78125000.0,2.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Ms Thư- Celadon City Gamuda Land
"Bán nhà phố Bcons City Life Tân Uyên - vốn 20% nhận nhà, CK đến 6.5%",Tân Uyên,3500000000.0,70.0,50000000.0,2.0,0.0,3.0,0.0,0.0,Không rõ,Không rõ,Phương Bắc
"Cần bán gấp căn Rivana 2PN2WC giá 3 tỷ 1 bao thuế phí 71,95m2 hỗ trợ miễn phí hồ sơ A-Z, hỗ trợ vay",Lái Thiêu,3100000000.0,71.95,43085476.03,2.0,2.0,0.0,0.0,0.0,HĐMB,Cơ bản,Huy Bình - Đất Xanh Hội Sở
Nhà đẹp 48m2 hiếm khu Aeon Tân Phú - hẻm xe tải (7 chỗ để trong nhà) 2 mặt hẻm thông,Tân Sơn Nhì,5950000000.0,48.0,123958333.33,2.0,2.0,2.0,0.0,6.0,Sổ đỏ/ Sổ hồng,Cơ bản,Võ Văn Nhiên
"GIỎ HÀNG TRỰC TIẾP CĐT, THE EMERALD GARDEN VIEV GIÁ CHỈ 35TR/M2, THANH TOÁN CHỈ 9TR/ THÁNG CỐ ĐỊNH",Thuận An,2000000000.0,54.0,37037037.04,2.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Huỳnh Minh Khoa
"Nắm 99% giỏ hàng bán Vinhomes Central Park từ 1PN=6 tỷ; 2PN=từ 8,5 tỷ; 3PN = 13,5 tỷ; 4PN = 18,5 tỷ",Thạnh Mỹ Tây,8500000000.0,82.0,103658536.59,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Cẩm Tiên
"Giỏ hàng Habitat lấy căn theo nhu cầu khách hàng, TT 10% ký HĐ, nhận nhà cho thuê ngay, TT tiến độ",Bình Hòa,2600000000.0,67.0,38805970.15,2.0,0.0,0.0,0.0,0.0,Không rõ,"Bàn giao hoàn thiện cơ bản với các thương hiệu: Hfele, Kaadas, Rigel, KONE, Yale.",Thuỳ Trang - Gia Hưng Land
"Tầng Cao View Trung Tâm TPHCM - CH 60M2/2 TỶ 4 Sổ Hồng , cách Sân Bay 2KM , Góp 0% lãi , Dọn ở ngay",Bình Thạnh,2400000000.0,60.0,40000000.0,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,KIM THƯ
"Bán căn góc 3PN 2WC 95m2 Eco Green Sài Gòn, ban công view thoáng, full nội thất, giá chỉ 8,5 tỷ",Tân Thuận,8500000000.0,95.0,89473684.21,3.0,2.0,0.0,0.0,0.0,HĐMB,Đầy đủ,Võ Nam
Hải Yến Nam Minh Land - Giỏ Hàng BÁN căn hộ Saigon Pearl 2PN - 3PN - 4PN - Penthouse-Duplex 05/2026,Thạnh Mỹ Tây,9300000000.0,86.0,108139534.88,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Nguyễn Hải Yến
"Biệt thự mini phố, vị trí đắc địa ngay lõi trung tâm sát Chợ Gò Vấp (sau lưng Quán Ốc Hiền).",Hạnh Thông,7800000000.0,51.9,150289017.34,3.0,2.0,2.0,8.2,6.0,Sổ đỏ/ Sổ hồng,Không rõ,Văn Thị Mai Hạnh
Căn hộ sát KĐT PMH - đối diện ga Metro Tân Mỹ - Office - 2PN - 3PN - thanh toán 15% kí HĐMB,Tân Mỹ,2100000000.0,70.0,30000000.0,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Nguyễn Đình Tuấn
"Hàng hot Vạn Phúc 5x17m 17,1 tỷ, 5x21 22 tỷ; 6x17m 22.5 tỷ, 7x20 29 tỷ. Hàng CĐT chiết khấu 30%",Hiệp Bình,17100000000.0,85.0,201176470.59,5.0,6.0,5.0,5.0,13.0,Đã có sổ hồng.,Cao cấp.,Phường VẠN PHÚC
"Sinh lời Shop mặt tiền đường rộng 50m2, nhà 4 tầng. Đón 25.000 lượng khách căn hộ - Vin Cần Giờ",Cần Giờ,13100000000.0,100.0,131000000.0,0.0,0.0,4.0,50.0,50.0,Không rõ,Không rõ,Lê Khắc Nam Thành
"Chuyên bán căn hộ 1 - 2 - 3 - 4PN Vinhomes Golden Rives Bason, view đẹp, giá hấp dẫn",Sài Gòn,20900000000.0,111.0,188288288.29,3.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Thanh Nga
Hạ giá 10% căn hộ Vinhomes Central Park với giá bán 2 PN 80m2 chỉ 9 tỷ. LH:0936 021 ***,Thạnh Mỹ Tây,9000000000.0,80.0,112500000.0,2.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Cẩm Tiên
"Giỏ hàng CĐT Habitat Phase 3 đợt cuối & Hàng sang nhượng giá tốt - 79m2 - 3,3 tỷ - TT 30% nhận nhà",Bình Hòa,3300000000.0,79.0,41772151.9,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Nguyễn Thanh
"Giỏ hàng The Emerald Garden View lấy căn theo nhu cầu khách hàng, CK đến 8%, TT giãn 9 triệu/th",Thuận An,1400000000.0,41.0,34146341.46,1.0,1.0,0.0,0.0,0.0,Không rõ,Bàn giao nội thất hoàn thiện cơ bản.,Thuỳ Trang - Gia Hưng Land
"Em Đảm cập nhật GH Green River giá tốt 5/2026, 60m2 2.68 tỷ, 65m2 2.78 tỷ, 82m2 3.28 tỷ.0906 435 ***",Bình Đông,2680000000.0,60.0,44666666.67,2.0,2.0,0.0,0.0,0.0,Không rõ,Không rõ,Lê Hoàng Đảm
Bán đất thổ cư 183m² (5m x 38m) mặt tiền 5m - đường nhựa lớn 10m - gần KCN Đông Nam - pháp lý chuẩn,Bình Mỹ,3050000000.0,188.8,16154661.02,0.0,0.0,0.0,5.0,10.0,Sổ đỏ/ Sổ hồng,Không rõ,Lai Hữu Bốn
"Giỏ hàng chuyển nhượng mới nhất 2026, giá tốt tại Verosa Park Khang Điền, Quận 9",Long Trường,14500000000.0,75.0,193333333.33,0.0,0.0,4.0,5.0,0.0,Không rõ,Không rõ,Dương Thanh Nhàn
CỰC SỐC ! RA MẮT CĂN HỘ CAO CẤP MONREI SAIGON CHUẨN RESORT NGHỈ DƯỠNG VÀ THỦY LIỆU ĐẦU TIÊN TẠI VN,Thuận Giao,2650000000.0,66.0,40151515.15,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Bảo Anh
"Quỹ căn giá Gốc CĐT The Habitat giai đoạn 3 thanh toán 30% nhận nhà, trả chậm 12 tháng 0% LS",Bình Hòa,2300000000.0,55.0,41818181.82,1.0,1.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Huỳnh Anh
Mizuki Park nhà phố Kênh Đào Compound Trellia Cove với mức giá từ 120 triệu/m2,Bình Hưng,19600000000.0,126.0,155555555.56,5.0,4.0,4.0,0.0,22.0,Hợp đồng mua bán,Không rõ,TRẦN VĨ THÀNH
"Tổng hợp những căn hộ ""kẹt tiền bán gấp"" ở Hà Đô Centrosa Q10: 1PN - 2PN - 3PN, giá từ 9,9 tỷ",Hòa Hưng,13200000000.0,107.0,123364485.98,2.0,2.0,0.0,0.0,0.0,Không rõ,Nội thất cơ bản mới hoàn thiện.,Nguyễn Hoàng Dung
"VHGP - The Beverly Solari bán căn 3PN + Plus Layout cực đẹp, thanh toán 1,7 tỷ nhận nhà 95m2",Long Bình,6000000000.0,95.0,63157894.74,4.0,2.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Thuý Cải
"Bán gấp nhà mặt phố tại D20, An Phú, Thuận An, 6,65 tỷ, 150m2, 10PN, 10WC",Bình Hòa,6650000000.0,150.0,44333333.33,10.0,10.0,2.0,8.0,8.0,Sổ đỏ/ Sổ hồng,Không nội thất,Nguyễn Thị Hương
"Cơ hội bắt đáy độc nhất 1PN giá chỉ 11.8tỷ huỷ diệt thị trường, rẻ hơn các căn khác đến 2tỷ",An Khánh,11800000000.0,64.0,184375000.0,1.0,1.0,0.0,0.0,0.0,Hợp đồng mua bán,Đầy đủ,Nguyễn Trường
"Nhà phố hiện đại - xây dựng mới - Hẻm 160 Nguyễn Văn Quỳ - 4,2m x 8m sổ hồng riêng - Giá 4,3 tỷ",Phú Thuận,4300000000.0,32.8,131097560.98,2.0,3.0,2.0,4.2,3.5,Sổ đỏ/ Sổ hồng,Đầy đủ,Nguyễn Chí Quang Huy
ĐỘC QUYỀN CHÍNH CHỦ GỬI BÁN GẤP NHANH - CĂN HIẾM VIP 2PN THÁP A3 LẦU CAO ĐẸP TẠI EATON PARK,Bình Trưng,12900000000.0,75.0,172000000.0,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Hà Pihomes
"Bán nhà Thạnh Xuân 40, phường Thạnh Xuân, Quận 12",Thới An,5800000000.0,103.2,56201550.39,3.0,3.0,2.0,4.3,0.0,Không rõ,Đầy đủ,User5002691
"Bán căn nhà 2 mặt đường Văn Cao + Thái Văn Lung, Vũng Tàu",Vũng Tàu,30000000000.0,275.0,109090909.09,5.0,5.0,3.0,15.0,15.0,Sổ đỏ/ Sổ hồng,Không nội thất,Nguyênngoctinh
"Bán đất khu dân cư Nam Long Quận 9, sổ hồng, DT 4,5x20m, dt 7x20m, dt 12x20m, LH0975 147 ***",Phước Long,9180000000.0,90.0,102000000.0,0.0,0.0,0.0,4.5,16.0,Sổ hồng,Không rõ,ĐẬU VIẾT QUỐC
Rổ hàng CĐT CK đến 10% & sang nhượng giá tốt Habitat Bình Dương T06/2026,Bình Hòa,3120000000.0,79.0,39493670.89,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,Quốc Vinh
Cập nhật giỏ hàng dự án The Classia Khang Điền mới nhất tháng 5/2026,Long Trường,16500000000.0,90.0,183333333.33,0.0,0.0,0.0,0.0,0.0,Không rõ,Không rõ,Dương Thanh Nhàn
21 căn suất nội bộ- Tặng 5 chỉ VÀNG khi khách Booking sớm - CK 23% tại căn hộ Vlasta Premier Quận 7,Phú Thuận,5180000000.0,75.0,69066666.67,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Chủ Đầu Tư
"Bán Penthouse Midtown M8 The Peak view sông - Phú Mỹ Hưng. Giá 41,5 tỷ. LH0907 904 ***",Tân Mỹ,41500000000.0,272.0,152573529.41,4.0,4.0,0.0,0.0,0.0,Không rõ,Không rõ,Truong Thi Loan
"Độc quyền giỏ hàng giai đoạn 1 - LEGACY 66, nhiều căn hộ 1-2-3PN, tổng chiết khấu cao lên đến 19,5%",Chợ Lớn,8750000000.0,80.0,109375000.0,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Huân Lương
Hàng mới về cuối Tháng 05/2026 tại chung cư Green River Quận 8 đang bán,Bình Đông,2850000000.0,70.0,40714285.71,2.0,2.0,0.0,0.0,0.0,Đang chờ sổ,Cơ bản,Lương Mạnh Duy
Chốt nhanh 13.9 TỶ - Cơ Hội mua giá Tốt Đất 9x14m đường Số 49 Lâm Văn Bền Quận 7 giá mềm thị trường,Tân Thuận,13900000000.0,120.0,115833333.33,0.0,0.0,0.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Không rõ,Dương Hoàng Thông
Bán căn 2PN-1WC Emerald Garden View. Giá chỉ 1.963 tỷ. Trả cố định 9tr/th. Đóng chỉ 38% nhận nhà,Thuận An,1960000000.0,54.0,36296296.3,2.0,1.0,0.0,0.0,0.0,Không rõ,Full nội thất cơ bản cao cấp.,Giả Minh Thiện
"Chuyên bán căn hộ CC The Infiniti Q7, 1PN 58m2 giá 5.5 tỷ, Duplex 3PN chỉ 12.9 tỷ LH0899 121 ***",Tân Mỹ,12900000000.0,155.0,83225806.45,3.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán,Cơ bản,5stars Plus
"Bán gấp nhà riêng 750/1/38 Nguyễn Kiệm, P4, Q. Phú Nhuận, 13,5 tỷ, 70,6m2 tổng DT sử dụng 233 m2",Đức Nhuận,13500000000.0,70.6,191218130.31,5.0,6.0,4.0,4.0,6.0,Sổ đỏ/ Sổ hồng,Cơ bản,Trần Ngọc Tân
Bảng giá 05/2026 bán căn hộ Victoria Village cập nhật mới nhất,Cát Lái,5150000000.0,52.0,99038461.54,1.0,0.0,0.0,0.0,0.0,Hợp đồng mua bán,Không rõ,Sàn Giao Dịch Victoria Village
"Căn hộ 1 - 2 - 3 - 4PN Masteri Park Place - The Global City, giá hấp dẫn trực tiếp từ chủ đầu tư",Bình Trưng,9500000000.0,79.0,120253164.56,2.0,2.0,0.0,0.0,0.0,Hợp đồng mua bán.,Cơ bản.,Thanh Nga
"CĂN HỘ GÓC SÂN VƯỜN VIEW KÉP SIÊU HIẾM TẠI BLANCA CITY CHỈ 5,072 TỶ",Rạch Dừa,5072000000.0,78.9,64283903.68,0.0,0.0,0.0,0.0,0.0,Không rõ,Cơ bản,Phạm Đức Anh
Chính chủ bán nhà phố Verosa Park 5x17m. Thiết kế 4 tầng. Hoàn thiện bên ngoài. Gọi0982 667 ***,Long Trường,15500000000.0,85.0,182352941.18,4.0,5.0,4.0,5.0,24.0,Sổ đỏ/ Sổ hồng,Nhà thô,Phan Điền
"Bán nhà chính chủ Bình Hưng Hòa B, Q. Bình Tân, 1 trệt lửng 3 lầu, tặng full nội thất cao cấp",Bình Tân,6850000000.0,65.4,104740061.16,4.0,0.0,4.0,0.0,0.0,Sổ hồng,Full,Chuyên Bất Động Sản Siêu Ngộp Tphcm - Vùng Ven
